episode,reward,steps,reward_ma_50
133,200.0,196,94.0
134,0.0,188,94.0
135,100.0,220,96.0
136,0.0,177,96.0
137,500.0,249,106.0
138,100.0,207,104.0
139,100.0,194,102.0
140,200.0,234,104.0
141,100.0,210,104.0
142,400.0,178,108.0
143,300.0,214,114.0
144,100.0,169,112.0
145,200.0,233,114.0
146,100.0,190,114.0
147,300.0,195,118.0
148,0.0,191,116.0
149,0.0,185,112.0
150,300.0,198,118.0
151,100.0,161,118.0
152,100.0,182,118.0
153,200.0,226,122.0
154,200.0,147,124.0
155,100.0,172,126.0
156,100.0,177,128.0
157,300.0,207,134.0
158,100.0,177,134.0
159,300.0,205,134.0
160,200.0,174,138.0
161,100.0,214,136.0
162,100.0,217,138.0
163,300.0,179,140.0
164,100.0,188,140.0
165,100.0,187,142.0
166,100.0,191,144.0
167,0.0,171,142.0
168,0.0,179,140.0
169,0.0,142,140.0
170,100.0,168,140.0
171,200.0,150,140.0
172,200.0,170,144.0
173,300.0,222,146.0
174,0.0,160,146.0
175,100.0,147,146.0
176,100.0,184,146.0
177,0.0,181,140.0
178,200.0,196,144.0
179,200.0,198,144.0
180,300.0,233,148.0
181,400.0,245,154.0
182,200.0,190,156.0
183,200.0,169,156.0
184,200.0,208,160.0
185,100.0,184,160.0
186,200.0,159,164.0
187,200.0,178,158.0
188,100.0,181,158.0
189,100.0,222,158.0
190,200.0,177,158.0
191,300.0,206,162.0
192,300.0,191,160.0
193,100.0,172,156.0
194,0.0,142,154.0
195,0.0,150,150.0
196,200.0,189,152.0
197,200.0,234,150.0
198,100.0,181,152.0
199,100.0,160,154.0
200,300.0,195,154.0
201,200.0,194,156.0
202,200.0,257,158.0
203,300.0,222,160.0
204,100.0,192,158.0
205,100.0,174,158.0
206,0.0,171,156.0
207,200.0,200,154.0
208,100.0,183,154.0
209,200.0,159,152.0
210,100.0,190,150.0
211,200.0,179,152.0
212,100.0,178,152.0
213,0.0,186,146.0
214,300.0,222,150.0
215,400.0,213,156.0
216,200.0,168,158.0
217,100.0,197,160.0
218,200.0,158,164.0
219,200.0,181,168.0
220,200.0,182,170.0
221,100.0,169,168.0
222,400.0,209,172.0
223,100.0,177,168.0
224,100.0,174,170.0
225,200.0,168,172.0
226,200.0,183,174.0
227,0.0,177,174.0
228,200.0,238,174.0
229,100.0,163,172.0
230,700.0,278,180.0
231,200.0,171,176.0
232,100.0,184,174.0
233,100.0,177,172.0
234,300.0,201,174.0
235,100.0,171,174.0
236,200.0,190,174.0
237,300.0,195,176.0
238,200.0,183,178.0
239,400.0,239,184.0
240,0.0,181,180.0
241,300.0,187,180.0
242,200.0,197,178.0
243,100.0,152,178.0
244,100.0,168,180.0
245,200.0,211,184.0
246,200.0,232,184.0
247,500.0,271,190.0
248,400.0,263,196.0
249,200.0,233,198.0
250,200.0,183,196.0
251,200.0,199,196.0
252,300.0,225,198.0
253,500.0,228,202.0
254,400.0,225,208.0
255,400.0,231,214.0
256,500.0,254,224.0
257,200.0,212,224.0
258,500.0,254,232.0
259,300.0,145,234.0
260,400.0,197,240.0
261,0.0,199,236.0
262,100.0,190,236.0
263,1000.0,368,256.0
264,500.0,241,260.0
265,200.0,222,256.0
266,300.0,209,258.0
267,200.0,196,260.0
268,300.0,159,262.0
269,100.0,185,260.0
270,600.0,286,268.0
271,100.0,219,268.0
272,500.0,226,270.0
273,300.0,255,274.0
274,200.0,186,276.0
275,500.0,262,282.0
276,900.0,277,296.0
277,300.0,168,302.0
278,400.0,258,306.0
279,600.0,255,316.0
280,400.0,230,310.0
281,500.0,225,316.0
282,200.0,186,318.0
283,400.0,205,324.0
284,0.0,177,318.0
285,500.0,275,326.0
286,300.0,204,328.0
287,300.0,239,328.0
288,100.0,188,326.0
289,400.0,205,326.0
290,400.0,218,334.0
291,300.0,206,334.0
292,300.0,208,336.0
293,800.0,286,350.0
294,700.0,299,362.0
295,500.0,271,368.0
296,700.0,297,378.0
297,100.0,168,370.0
298,300.0,167,368.0
299,600.0,273,376.0
300,300.0,205,378.0
301,1000.0,359,394.0
302,300.0,246,394.0
303,500.0,230,394.0
304,200.0,236,390.0
305,500.0,250,392.0
306,500.0,242,392.0
307,1100.0,337,410.0
308,300.0,227,406.0
309,700.0,261,414.0
310,200.0,177,410.0
311,1300.0,394,436.0
312,400.0,214,442.0
313,700.0,278,436.0
314,900.0,317,444.0
315,300.0,210,446.0
316,1300.0,396,466.0
317,500.0,241,472.0
318,200.0,162,470.0
319,600.0,267,480.0
320,200.0,222,472.0
321,100.0,190,472.0
322,800.0,301,478.0
323,400.0,228,480.0
324,500.0,255,486.0
325,800.0,301,492.0
326,200.0,214,478.0
327,200.0,202,476.0
328,200.0,178,472.0
329,600.0,275,472.0
330,1400.0,403,492.0
331,1000.0,297,502.0
332,300.0,234,504.0
333,600.0,256,508.0
334,900.0,289,526.0
335,300.0,208,522.0
336,500.0,231,526.0
337,100.0,187,522.0
338,100.0,155,522.0
339,1700.0,471,548.0
340,500.0,253,550.0
341,400.0,248,552.0
342,600.0,248,558.0
343,700.0,291,556.0
344,500.0,243,552.0
345,500.0,265,552.0
346,400.0,209,546.0
347,300.0,236,550.0
348,400.0,225,552.0
349,0.0,182,540.0
350,200.0,175,538.0
351,300.0,180,524.0
352,1500.0,446,548.0
353,200.0,185,542.0
354,600.0,304,550.0
355,900.0,332,558.0
356,100.0,236,550.0
357,200.0,241,532.0
358,300.0,216,532.0
359,400.0,220,526.0
360,500.0,267,532.0
361,200.0,213,510.0
362,300.0,222,508.0
363,1000.0,326,514.0
364,400.0,218,504.0
365,100.0,185,500.0
366,100.0,185,476.0
367,200.0,177,470.0
368,100.0,189,468.0
369,600.0,309,468.0
370,700.0,327,478.0
371,500.0,262,486.0
372,300.0,244,476.0
373,200.0,195,472.0
374,300.0,196,468.0
375,300.0,256,458.0
376,300.0,183,460.0
377,200.0,193,460.0
378,600.0,259,468.0
379,600.0,263,468.0
380,200.0,243,444.0
381,700.0,268,438.0
382,1300.0,416,458.0
383,300.0,222,452.0
384,1100.0,336,456.0
385,800.0,312,466.0
386,200.0,210,460.0
387,1300.0,447,484.0
388,800.0,341,498.0
389,200.0,272,468.0
390,100.0,166,460.0
391,700.0,245,466.0
392,400.0,258,462.0
393,500.0,248,458.0
394,100.0,153,450.0
395,600.0,268,452.0
396,400.0,224,452.0
397,1200.0,408,470.0
398,400.0,259,470.0
399,400.0,232,478.0
400,600.0,225,486.0
401,500.0,229,490.0
402,600.0,239,472.0
403,400.0,240,476.0
404,700.0,278,478.0
405,1200.0,377,484.0
406,700.0,302,496.0
407,800.0,387,508.0
408,700.0,412,516.0
409,1100.0,330,530.0
410,500.0,232,530.0
411,100.0,178,528.0
412,1000.0,372,542.0
413,1000.0,364,542.0
414,300.0,198,540.0
415,500.0,263,548.0
416,200.0,188,550.0
417,500.0,304,556.0
418,1200.0,402,578.0
419,400.0,326,574.0
420,100.0,202,562.0
421,700.0,400,566.0
422,700.0,330,574.0
423,400.0,308,578.0
424,600.0,307,584.0
425,200.0,138,582.0
426,600.0,305,588.0
427,1200.0,425,608.0
428,1400.0,417,624.0
429,300.0,215,618.0
430,600.0,365,626.0
431,300.0,212,618.0
432,200.0,257,596.0
433,900.0,376,608.0
434,1100.0,377,608.0
435,1400.0,400,620.0
436,500.0,303,626.0
437,1500.0,466,630.0
438,1000.0,410,634.0
439,700.0,311,644.0
440,1000.0,351,662.0
441,400.0,250,656.0
442,800.0,338,664.0
443,300.0,343,660.0
444,1900.0,586,696.0
445,600.0,317,696.0
446,600.0,307,700.0
447,600.0,312,688.0
448,800.0,318,696.0
449,800.0,328,704.0
450,700.0,304,706.0
451,1100.0,377,718.0
452,1100.0,420,728.0
453,2200.0,624,764.0
454,400.0,268,758.0
455,600.0,314,746.0
456,600.0,302,744.0
457,1000.0,377,748.0
458,1000.0,362,754.0
459,100.0,285,734.0
460,400.0,261,732.0
461,1400.0,434,758.0
462,2300.0,555,784.0
463,100.0,206,766.0
464,1200.0,400,784.0
465,2100.0,581,816.0
466,1100.0,421,834.0
467,500.0,305,834.0
468,1400.0,429,838.0
469,2700.0,627,884.0
470,100.0,230,884.0
471,800.0,345,886.0
472,900.0,304,890.0
473,1600.0,459,914.0
474,800.0,379,918.0
475,400.0,331,922.0
476,500.0,345,920.0
477,400.0,257,904.0
478,300.0,253,882.0
479,1500.0,487,906.0
480,300.0,240,900.0
481,700.0,305,908.0
482,200.0,230,908.0
483,200.0,283,894.0
484,1500.0,435,902.0
485,800.0,358,890.0
486,1400.0,419,908.0
487,1000.0,359,898.0
488,1400.0,428,906.0
489,1600.0,473,924.0
490,1400.0,458,932.0
491,300.0,312,930.0
492,1200.0,431,938.0
493,400.0,208,940.0
494,1000.0,406,922.0
495,700.0,323,924.0
496,300.0,400,918.0
497,100.0,215,908.0
498,100.0,223,894.0
499,1600.0,502,910.0
500,900.0,361,914.0
